date,provider,account,service,region,resource_id,team,project,env,pricing_model,usage_qty,usage_unit,cost,currency,utilization_pct,attached
2026-06-02,gcp,cost-demo-project,Compute Engine,europe-west1,vm-gcp-legacy-05,,,,on-demand,24,unit,1.9081,USD,1.0,
2026-06-02,gcp,cost-demo-project,Persistent Disk,us-central1,disk-gcp-orphan-01,platform,web,prod,on-demand,24,unit,3.2978,USD,,False
2026-06-02,gcp,cost-demo-project,Persistent Disk,us-central1,disk-gcp-active-02,platform,web,prod,on-demand,24,unit,4.26,USD,,True
2026-06-02,gcp,cost-demo-project,Cloud SQL,us-central1,sql-gcp-prod-01,platform,web,prod,on-demand,24,unit,25.1723,USD,,
2026-06-02,gcp,cost-demo-project,Cloud Storage,us-central1,gcs-gcp-assets,platform,web,prod,on-demand,24,unit,5.0227,USD,,
2026-06-02,gcp,cost-demo-project,Cloud Load Balancing,us-central1,lb-gcp-frontend-01,,,,on-demand,24,unit,2.6718,USD,,
2026-06-03,aws,111122223333,Amazon Elastic Compute Cloud,us-east-1,i-0aws0000000web01,platform,web,prod,on-demand,24,unit,3.3571,USD,2.1,
2026-06-03,aws,111122223333,Amazon Elastic Compute Cloud,us-east-1,i-0aws0000000web02,platform,web,prod,on-demand,24,unit,16.968,USD,58.3,
2026-06-03,aws,111122223333,Amazon Elastic Compute Cloud,us-west-2,i-0aws0000000batch3,data,etl,prod,on-demand,24,unit,20.9291,USD,17.8,
2026-06-03,aws,111122223333,Amazon Elastic Compute Cloud,us-east-1,i-0aws0000000api04,platform,api,prod,reserved,24,unit,14.3116,USD,63.2,
2026-06-03,aws,111122223333,Amazon Elastic Compute Cloud,eu-west-1,i-0aws0000000legacy5,,,,on-demand,24,unit,2.1868,USD,1.3,
2026-06-03,aws,111122223333,Amazon Elastic Block Store,us-east-1,vol-0awsorphan01,platform,web,prod,on-demand,24,unit,4.3944,USD,,False
2026-06-03,aws,111122223333,Amazon Elastic Block Store,us-east-1,vol-0awsactive02,platform,web,prod,on-demand,24,unit,4.8658,USD,,True
2026-06-03,aws,111122223333,Amazon Relational Database Service,us-east-1,db-0awsprodrds01,platform,web,prod,on-demand,24,unit,28.9462,USD,,
2026-06-03,aws,111122223333,Amazon Simple Storage Service,us-east-1,s3-0awsassetsbucket,platform,web,prod,on-demand,24,unit,6.5016,USD,,
2026-06-03,aws,111122223333,Amazon Virtual Private Cloud,us-east-1,nat-0awsgateway01,,,,on-demand,24,unit,3.0155,USD,,
2026-06-03,azure,sub-8842-cost-demo,Virtual Machines,eastus,vm-azure-web-01,platform,web,prod,on-demand,24,unit,3.5048,USD,2.8,
2026-06-03,azure,sub-8842-cost-demo,Virtual Machines,eastus,vm-azure-web-02,platform,web,prod,on-demand,24,unit,18.4009,USD,67.9,
2026-06-03,azure,sub-8842-cost-demo,Virtual Machines,westus2,vm-azure-batch-03,data,etl,prod,on-demand,24,unit,18.9192,USD,13.1,
2026-06-03,azure,sub-8842-cost-demo,Virtual Machines,eastus,vm-azure-api-04,platform,api,prod,reserved,24,unit,14.4661,USD,60.7,
2026-06-03,azure,sub-8842-cost-demo,Virtual Machines,westeurope,vm-azure-legacy-05,,,,on-demand,24,unit,2.0673,USD,2.1,
2026-06-03,azure,sub-8842-cost-demo,Managed Disks,eastus,disk-azure-orphan-01,platform,web,prod,on-demand,24,unit,4.085,USD,,False
2026-06-03,azure,sub-8842-cost-demo,Managed Disks,eastus,disk-azure-active-02,platform,web,prod,on-demand,24,unit,4.4465,USD,,True
2026-06-03,azure,sub-8842-cost-demo,Azure SQL Database,eastus,sql-azure-prod-01,platform,web,prod,on-demand,24,unit,26.9141,USD,,
2026-06-03,azure,sub-8842-cost-demo,Storage Accounts (Blob),eastus,blob-azure-assets,platform,web,prod,on-demand,24,unit,5.6918,USD,,
2026-06-03,azure,sub-8842-cost-demo,Azure Front Door,eastus,lb-azure-frontdoor-01,,,,on-demand,24,unit,2.9352,USD,,
2026-06-03,gcp,cost-demo-project,Compute Engine,us-central1,vm-gcp-web-01,platform,web,prod,on-demand,24,unit,3.0681,USD,1.9,
2026-06-03,gcp,cost-demo-project,Compute Engine,us-central1,vm-gcp-web-02,platform,web,prod,on-demand,24,unit,17.7558,USD,57.7,
2026-06-03,gcp,cost-demo-project,Compute Engine,us-west1,vm-gcp-batch-03,data,etl,prod,on-demand,24,unit,19.6092,USD,20.5,
2026-06-03,gcp,cost-demo-project,Compute Engine,us-central1,vm-gcp-api-04,platform,api,prod,committed,24,unit,14.0036,USD,76.2,
2026-06-03,gcp,cost-demo-project,Compute Engine,europe-west1,vm-gcp-legacy-05,,,,on-demand,24,unit,2.0882,USD,1.0,
2026-06-03,gcp,cost-demo-project,Persistent Disk,us-central1,disk-gcp-orphan-01,platform,web,prod,on-demand,24,unit,3.7537,USD,,False
2026-06-03,gcp,cost-demo-project,Persistent Disk,us-central1,disk-gcp-active-02,platform,web,prod,on-demand,24,unit,4.373,USD,,True
2026-06-03,gcp,cost-demo-project,Cloud SQL,us-central1,sql-gcp-prod-01,platform,web,prod,on-demand,24,unit,26.0401,USD,,
2026-06-03,gcp,cost-demo-project,Cloud Storage,us-central1,gcs-gcp-assets,platform,web,prod,on-demand,24,unit,5.3468,USD,,
2026-06-03,gcp,cost-demo-project,Cloud Load Balancing,us-central1,lb-gcp-frontend-01,,,,on-demand,24,unit,2.6099,USD,,
2026-06-04,aws,111122223333,Amazon Elastic Compute Cloud,us-east-1,i-0aws0000000web01,platform,web,prod,on-demand,24,unit,3.5049,USD,2.3,
2026-06-04,aws,111122223333,Amazon Elastic Compute Cloud,us-east-1,i-0aws0000000web02,platform,web,prod,on-demand,24,unit,19.061,USD,61.9,
2026-06-04,aws,111122223333,Amazon Elastic Compute Cloud,us-west-2,i-0aws0000000batch3,data,etl,prod,on-demand,24,unit,21.9679,USD,17.8,
2026-06-04,aws,111122223333,Amazon Elastic Compute Cloud,us-east-1,i-0aws0000000api04,platform,api,prod,reserved,24,unit,13.518,USD,75.1,
2026-06-04,aws,111122223333,Amazon Elastic Compute Cloud,eu-west-1,i-0aws0000000legacy5,,,,on-demand,24,unit,2.4313,USD,1.5,
2026-06-04,aws,111122223333,Amazon Elastic Block Store,us-east-1,vol-0awsorphan01,platform,web,prod,on-demand,24,unit,3.8205,USD,,False
2026-06-04,aws,111122223333,Amazon Elastic Block Store,us-east-1,vol-0awsactive02,platform,web,prod,on-demand,24,unit,5.3926,USD,,True
2026-06-04,aws,111122223333,Amazon Relational Database Service,us-east-1,db-0awsprodrds01,platform,web,prod,on-demand,24,unit,28.3056,USD,,
2026-06-04,aws,111122223333,Amazon Simple Storage Service,us-east-1,s3-0awsassetsbucket,platform,web,prod,on-demand,24,unit,6.1016,USD,,
2026-06-04,aws,111122223333,Amazon Virtual Private Cloud,us-east-1,nat-0awsgateway01,,,,on-demand,24,unit,3.1033,USD,,
2026-06-04,azure,sub-8842-cost-demo,Virtual Machines,eastus,vm-azure-web-01,platform,web,prod,on-demand,24,unit,3.8421,USD,2.7,
2026-06-04,azure,sub-8842-cost-demo,Virtual Machines,eastus,vm-azure-web-02,platform,web,prod,on-demand,24,unit,17.5215,USD,64.1,
2026-06-04,azure,sub-8842-cost-demo,Virtual Machines,westus2,vm-azure-batch-03,data,etl,prod,on-demand,24,unit,19.7784,USD,16.0,
2026-06-04,azure,sub-8842-cost-demo,Virtual Machines,eastus,vm-azure-api-04,platform,api,prod,reserved,24,unit,13.5797,USD,71.4,
2026-06-04,azure,sub-8842-cost-demo,Virtual Machines,westeurope,vm-azure-legacy-05,,,,on-demand,24,unit,2.0034,USD,2.0,
2026-06-04,azure,sub-8842-cost-demo,Managed Disks,eastus,disk-azure-orphan-01,platform,web,prod,on-demand,24,unit,3.8958,USD,,False
2026-06-04,azure,sub-8842-cost-demo,Managed Disks,eastus,disk-azure-active-02,platform,web,prod,on-demand,24,unit,4.4933,USD,,True
2026-06-04,azure,sub-8842-cost-demo,Azure SQL Database,eastus,sql-azure-prod-01,platform,web,prod,on-demand,24,unit,26.7139,USD,,
2026-06-04,azure,sub-8842-cost-demo,Storage Accounts (Blob),eastus,blob-azure-assets,platform,web,prod,on-demand,24,unit,5.2844,USD,,
2026-06-04,azure,sub-8842-cost-demo,Azure Front Door,eastus,lb-azure-frontdoor-01,,,,on-demand,24,unit,3.1244,USD,,
2026-06-04,gcp,cost-demo-project,Compute Engine,us-central1,vm-gcp-web-01,platform,web,prod,on-demand,24,unit,3.2909,USD,1.9,
2026-06-04,gcp,cost-demo-project,Compute Engine,us-central1,vm-gcp-web-02,platform,web,prod,on-demand,24,unit,17.5833,USD,70.1,
2026-06-04,gcp,cost-demo-project,Compute Engine,us-west1,vm-gcp-batch-03,data,etl,prod,on-demand,24,unit,20.8164,USD,16.5,
2026-06-04,gcp,cost-demo-project,Compute Engine,us-central1,vm-gcp-api-04,platform,api,prod,committed,24,unit,13.2673,USD,75.3,
2026-06-04,gcp,cost-demo-project,Compute Engine,europe-west1,vm-gcp-legacy-05,,,,on-demand,24,unit,2.0499,USD,1.0,
2026-06-04,gcp,cost-demo-project,Persistent Disk,us-central1,disk-gcp-orphan-01,platform,web,prod,on-demand,24,unit,3.5421,USD,,False
2026-06-04,gcp,cost-demo-project,Persistent Disk,us-central1,disk-gcp-active-02,platform,web,prod,on-demand,24,unit,4.3618,USD,,True
2026-06-04,gcp,cost-demo-project,Cloud SQL,us-central1,sql-gcp-prod-01,platform,web,prod,on-demand,24,unit,24.7611,USD,,
2026-06-04,gcp,cost-demo-project,Cloud Storage,us-central1,gcs-gcp-assets,platform,web,prod,on-demand,24,unit,5.6353,USD,,
2026-06-04,gcp,cost-demo-project,Cloud Load Balancing,us-central1,lb-gcp-frontend-01,,,,on-demand,24,unit,2.7383,USD,,
2026-06-05,aws,111122223333,Amazon Elastic Compute Cloud,us-east-1,i-0aws0000000web01,platform,web,prod,on-demand,24,unit,3.4003,USD,2.0,
2026-06-05,aws,111122223333,Amazon Elastic Compute Cloud,us-east-1,i-0aws0000000web02,platform,web,prod,on-demand,24,unit,16.8155,USD,54.9,
2026-06-05,aws,111122223333,Amazon Elastic Compute Cloud,us-west-2,i-0aws0000000batch3,data,etl,prod,on-demand,24,unit,21.8296,USD,19.8,
2026-06-05,aws,111122223333,Amazon Elastic Compute Cloud,us-east-1,i-0aws0000000api04,platform,api,prod,reserved,24,unit,13.2339,USD,82.3,
2026-06-05,aws,111122223333,Amazon Elastic Compute Cloud,eu-west-1,i-0aws0000000legacy5,,,,on-demand,24,unit,2.2314,USD,1.3,
2026-06-05,aws,111122223333,Amazon Elastic Block Store,us-east-1,vol-0awsorphan01,platform,web,prod,on-demand,24,unit,4.0707,USD,,False
2026-06-05,aws,111122223333,Amazon Elastic Block Store,us-east-1,vol-0awsactive02,platform,web,prod,on-demand,24,unit,4.7655,USD,,True
2026-06-05,aws,111122223333,Amazon Relational Database Service,us-east-1,db-0awsprodrds01,platform,web,prod,on-demand,24,unit,28.3224,USD,,
2026-06-05,aws,111122223333,Amazon Simple Storage Service,us-east-1,s3-0awsassetsbucket,platform,web,prod,on-demand,24,unit,6.1764,USD,,
2026-06-05,aws,111122223333,Amazon Virtual Private Cloud,us-east-1,nat-0awsgateway01,,,,on-demand,24,unit,3.0693,USD,,
2026-06-05,azure,sub-8842-cost-demo,Virtual Machines,eastus,vm-azure-web-01,platform,web,prod,on-demand,24,unit,3.7133,USD,2.3,
2026-06-05,azure,sub-8842-cost-demo,Virtual Machines,eastus,vm-azure-web-02,platform,web,prod,on-demand,24,unit,16.8439,USD,64.5,
2026-06-05,azure,sub-8842-cost-demo,Virtual Machines,westus2,vm-azure-batch-03,data,etl,prod,on-demand,24,unit,19.1225,USD,15.8,
2026-06-05,azure,sub-8842-cost-demo,Virtual Machines,eastus,vm-azure-api-04,platform,api,prod,reserved,24,unit,13.8196,USD,72.3,
2026-06-05,azure,sub-8842-cost-demo,Virtual Machines,westeurope,vm-azure-legacy-05,,,,on-demand,24,unit,2.0452,USD,2.1,
2026-06-05,azure,sub-8842-cost-demo,Managed Disks,eastus,disk-azure-orphan-01,platform,web,prod,on-demand,24,unit,3.6443,USD,,False
2026-06-05,azure,sub-8842-cost-demo,Managed Disks,eastus,disk-azure-active-02,platform,web,prod,on-demand,24,unit,4.3604,USD,,True
2026-06-05,azure,sub-8842-cost-demo,Azure SQL Database,eastus,sql-azure-prod-01,platform,web,prod,on-demand,24,unit,24.6807,USD,,
2026-06-05,azure,sub-8842-cost-demo,Storage Accounts (Blob),eastus,blob-azure-assets,platform,web,prod,on-demand,24,unit,5.7546,USD,,
2026-06-05,azure,sub-8842-cost-demo,Azure Front Door,eastus,lb-azure-frontdoor-01,,,,on-demand,24,unit,3.1127,USD,,
2026-06-05,gcp,cost-demo-project,Compute Engine,us-central1,vm-gcp-web-01,platform,web,prod,on-demand,24,unit,3.0627,USD,1.9,
2026-06-05,gcp,cost-demo-project,Compute Engine,us-central1,vm-gcp-web-02,platform,web,prod,on-demand,24,unit,16.0468,USD,63.0,
2026-06-05,gcp,cost-demo-project,Compute Engine,us-west1,vm-gcp-batch-03,data,etl,prod,on-demand,24,unit,20.9706,USD,16.6,
2026-06-05,gcp,cost-demo-project,Compute Engine,us-central1,vm-gcp-api-04,platform,api,prod,committed,24,unit,14.0519,USD,66.8,
2026-06-05,gcp,cost-demo-project,Compute Engine,europe-west1,vm-gcp-legacy-05,,,,on-demand,24,unit,2.0887,USD,1.0,
2026-06-05,gcp,cost-demo-project,Persistent Disk,us-central1,disk-gcp-orphan-01,platform,web,prod,on-demand,24,unit,3.6147,USD,,False
2026-06-05,gcp,cost-demo-project,Persistent Disk,us-central1,disk-gcp-active-02,platform,web,prod,on-demand,24,unit,4.1929,USD,,True
2026-06-05,gcp,cost-demo-project,Cloud SQL,us-central1,sql-gcp-prod-01,platform,web,prod,on-demand,24,unit,26.2174,USD,,
2026-06-05,gcp,cost-demo-project,Cloud Storage,us-central1,gcs-gcp-assets,platform,web,prod,on-demand,24,unit,5.6667,USD,,
2026-06-05,gcp,cost-demo-project,Cloud Load Balancing,us-central1,lb-gcp-frontend-01,,,,on-demand,24,unit,2.511,USD,,
2026-06-06,aws,111122223333,Amazon Elastic Compute Cloud,us-east-1,i-0aws0000000web01,platform,web,prod,on-demand,24,unit,3.1834,USD,2.4,
2026-06-06,aws,111122223333,Amazon Elastic Compute Cloud,us-east-1,i-0aws0000000web02,platform,web,prod,on-demand,24,unit,17.2884,USD,60.0,
2026-06-06,aws,111122223333,Amazon Elastic Compute Cloud,us-west-2,i-0aws0000000batch3,data,etl,prod,on-demand,24,unit,22.1325,USD,15.5,
2026-06-06,aws,111122223333,Amazon Elastic Compute Cloud,us-east-1,i-0aws0000000api04,platform,api,prod,reserved,24,unit,14.9181,USD,71.7,
2026-06-06,aws,111122223333,Amazon Elastic Compute Cloud,eu-west-1,i-0aws0000000legacy5,,,,on-demand,24,unit,2.4369,USD,1.4,
2026-06-06,aws,111122223333,Amazon Elastic Block Store,us-east-1,vol-0awsorphan01,platform,web,prod,on-demand,24,unit,4.173,USD,,False
2026-06-06,aws,111122223333,Amazon Elastic Block Store,us-east-1,vol-0awsactive02,platform,web,prod,on-demand,24,unit,5.0696,USD,,True
2026-06-06,aws,111122223333,Amazon Relational Database Service,us-east-1,db-0awsprodrds01,platform,web,prod,on-demand,24,unit,27.709,USD,,
2026-06-06,aws,111122223333,Amazon Simple Storage Service,us-east-1,s3-0awsassetsbucket,platform,web,prod,on-demand,24,unit,6.5428,USD,,
2026-06-06,aws,111122223333,Amazon Virtual Private Cloud,us-east-1,nat-0awsgateway01,,,,on-demand,24,unit,3.1582,USD,,
2026-06-06,azure,sub-8842-cost-demo,Virtual Machines,eastus,vm-azure-web-01,platform,web,prod,on-demand,24,unit,3.7807,USD,2.7,
2026-06-06,azure,sub-8842-cost-demo,Virtual Machines,eastus,vm-azure-web-02,platform,web,prod,on-demand,24,unit,16.8361,USD,60.4,
2026-06-06,azure,sub-8842-cost-demo,Virtual Machines,westus2,vm-azure-batch-03,data,etl,prod,on-demand,24,unit,19.1584,USD,12.2,
2026-06-06,azure,sub-8842-cost-demo,Virtual Machines,eastus,vm-azure-api-04,platform,api,prod,reserved,24,unit,12.6746,USD,63.2,
2026-06-06,azure,sub-8842-cost-demo,Virtual Machines,westeurope,vm-azure-legacy-05,,,,on-demand,24,unit,2.0662,USD,1.9,
2026-06-06,azure,sub-8842-cost-demo,Managed Disks,eastus,disk-azure-orphan-01,platform,web,prod,on-demand,24,unit,3.8066,USD,,False
2026-06-06,azure,sub-8842-cost-demo,Managed Disks,eastus,disk-azure-active-02,platform,web,prod,on-demand,24,unit,4.5398,USD,,True
2026-06-06,azure,sub-8842-cost-demo,Azure SQL Database,eastus,sql-azure-prod-01,platform,web,prod,on-demand,24,unit,24.5877,USD,,
2026-06-06,azure,sub-8842-cost-demo,Storage Accounts (Blob),eastus,blob-azure-assets,platform,web,prod,on-demand,24,unit,5.5939,USD,,
2026-06-06,azure,sub-8842-cost-demo,Azure Front Door,eastus,lb-azure-frontdoor-01,,,,on-demand,24,unit,2.7542,USD,,
2026-06-06,gcp,cost-demo-project,Compute Engine,us-central1,vm-gcp-web-01,platform,web,prod,on-demand,24,unit,3.2694,USD,2.1,
2026-06-06,gcp,cost-demo-project,Compute Engine,us-central1,vm-gcp-web-02,platform,web,prod,on-demand,24,unit,17.2928,USD,70.8,
2026-06-06,gcp,cost-demo-project,Compute Engine,us-west1,vm-gcp-batch-03,data,etl,prod,on-demand,24,unit,21.5386,USD,19.9,
2026-06-06,gcp,cost-demo-project,Compute Engine,us-central1,vm-gcp-api-04,platform,api,prod,committed,24,unit,13.0058,USD,70.0,
2026-06-06,gcp,cost-demo-project,Compute Engine,europe-west1,vm-gcp-legacy-05,,,,on-demand,24,unit,2.0567,USD,0.8,
2026-06-06,gcp,cost-demo-project,Persistent Disk,us-central1,disk-gcp-orphan-01,platform,web,prod,on-demand,24,unit,3.4211,USD,,False
2026-06-06,gcp,cost-demo-project,Persistent Disk,us-central1,disk-gcp-active-02,platform,web,prod,on-demand,24,unit,4.0547,USD,,True
2026-06-06,gcp,cost-demo-project,Cloud SQL,us-central1,sql-gcp-prod-01,platform,web,prod,on-demand,24,unit,23.7345,USD,,
2026-06-06,gcp,cost-demo-project,Cloud Storage,us-central1,gcs-gcp-assets,platform,web,prod,on-demand,24,unit,5.6723,USD,,
2026-06-06,gcp,cost-demo-project,Cloud Load Balancing,us-central1,lb-gcp-frontend-01,,,,on-demand,24,unit,2.9004,USD,,
2026-06-07,aws,111122223333,Amazon Elastic Compute Cloud,us-east-1,i-0aws0000000web01,platform,web,prod,on-demand,24,unit,3.403,USD,2.1,
2026-06-07,aws,111122223333,Amazon Elastic Compute Cloud,us-east-1,i-0aws0000000web02,platform,web,prod,on-demand,24,unit,18.7378,USD,62.1,
2026-06-07,aws,111122223333,Amazon Elastic Compute Cloud,us-west-2,i-0aws0000000batch3,data,etl,prod,on-demand,24,unit,23.661,USD,16.9,
2026-06-07,aws,111122223333,Amazon Elastic Compute Cloud,us-east-1,i-0aws0000000api04,platform,api,prod,reserved,24,unit,13.1585,USD,59.0,
2026-06-07,aws,111122223333,Amazon Elastic Compute Cloud,eu-west-1,i-0aws0000000legacy5,,,,on-demand,24,unit,2.5009,USD,1.3,
2026-06-07,aws,111122223333,Amazon Elastic Block Store,us-east-1,vol-0awsorphan01,platform,web,prod,on-demand,24,unit,3.9523,USD,,False
2026-06-07,aws,111122223333,Amazon Elastic Block Store,us-east-1,vol-0awsactive02,platform,web,prod,on-demand,24,unit,5.0301,USD,,True
